run,sample,sample_in_trigger_record,time_in_1ms_period_us,s11_mag_db,s11_phase_unwrapped_deg,master_power,slave_power,state,block_index,pulse_number_in_second,temp_C
DMEM2_96 · 12:41:40,DMEM2_96,39,39.0,-6.548047748810697,-55.22085376848661,20.60910901803447,4.563041742488228,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,40,40.0,-6.54943989710853,-55.22646861621127,20.56329272889095,4.55143838917344,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,41,41.0,-6.549906548163315,-55.22427554560781,20.6193396575984,4.563353344727908,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,42,42.0,-6.548197256426818,-55.220181061351965,20.510004003939606,4.540942676249395,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,43,43.0,-6.548042961566552,-55.217054010698014,20.64094321423625,4.570095156929699,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,44,44.0,-6.547793223717212,-55.21052982142558,20.468485083281585,4.532171948230017,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,45,45.0,-6.548694607358407,-55.217897412439626,20.645695785753748,4.570461584637062,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,46,46.0,-6.5478222785596,-55.2254535713068,20.46314120101461,4.530958382602289,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,47,47.0,-6.551226307491903,-55.22021760317175,20.563087157765796,4.549521120839525,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,48,48.0,-6.551758446176452,-55.2209485413434,13.06414394563402,2.8900483757476176,Treatment,26622,622,36.69010298912306
DMEM2_96 · 12:41:40,DMEM2_96,49,49.0,-6.552813895230471,-55.22814761051418,7.416584068438031,1.6402971653570633,Treatment,26622,622,36.69010298912306
DMEM3_96R · 17:03:47,DMEM3_96R,2,2.0,-7.799701880725972,-38.42755806713996,8.225357326662298,1.3651632405637029,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,3,3.0,-7.800293252000566,-38.431005714898525,14.368710448708038,2.384451361165977,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,4,4.0,-7.800694547887698,-38.43291038565157,22.54501653203593,3.74094310618505,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,5,5.0,-7.802901250124443,-38.4446621831844,22.037735809915795,3.654911348297619,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,6,6.0,-7.803682051495636,-38.44494924971441,22.35310599579012,3.706548373084959,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,7,7.0,-7.806461332722275,-38.44149432239388,22.06392798965232,3.656256859015546,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,8,8.0,-7.808821310409016,-38.43596370627122,22.24069295638533,3.68354672750837,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,9,9.0,-7.81069483962816,-38.4387731106053,22.09415461047998,3.657698505216762,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,10,10.0,-7.813495772523024,-38.43580815610637,22.164804564167667,3.667028869500936,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,11,11.0,-7.81378169087401,-38.43484539743411,22.12294921047246,3.659863206399764,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,12,12.0,-7.8153091953657565,-38.445956646513245,22.106658863285844,3.655882170994653,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,13,13.0,-7.816929865383976,-38.46028986496638,22.11359863787157,3.655665383745356,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,14,14.0,-7.820254354596093,-38.45524197782866,22.07851802910195,3.647073229034739,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,15,15.0,-7.823084382407798,-38.45985844305549,22.10673293295285,3.649355116990436,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,16,16.0,-7.825288998992395,-38.46535662967991,22.077866198969463,3.642740188421714,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,17,17.0,-7.826929634194856,-38.46565567014015,22.09604116862536,3.644361978237082,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,18,18.0,-7.828189360629581,-38.45911135251183,22.07069526603684,3.639125879612161,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,19,19.0,-7.827651184084191,-38.471614602668254,22.075655007653857,3.640394755231122,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,20,20.0,-7.828235796843415,-38.47742277347121,22.065837056794507,3.6382859319633054,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,21,21.0,-7.829479611406276,-38.47084779603632,22.060070900675694,3.6362936100731273,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,22,22.0,-7.829139294326051,-38.46969760142694,22.055317924150277,3.635795041507937,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,23,23.0,-7.830268325906551,-38.47251020727071,22.056054454195333,3.6349713545011393,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,24,24.0,-7.832774247242842,-38.45679887386783,22.05676659463655,3.632991843083405,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,25,25.0,-7.833437761309209,-38.44235245119731,22.045305663022976,3.63054938486413,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,26,26.0,-7.835070099717367,-38.44070101947148,22.042922475930293,3.6287927340327295,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,27,27.0,-7.83765642243016,-38.429821914864974,22.040538143425827,3.626240063995582,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,28,28.0,-7.838576622368203,-38.42905347620322,22.02464257250796,3.622857124084265,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,29,29.0,-7.839229162821796,-38.435151612713895,22.02011573430612,3.6215683072474674,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,30,30.0,-7.840808163596197,-38.441628194726825,22.012444601735044,3.618990638065401,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,31,31.0,-7.842887365500131,-38.443736098886994,21.99965046695412,3.615156013652903,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,32,32.0,-7.843870650257047,-38.44189889743503,21.996809586163742,3.613870869734866,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,33,33.0,-7.844170091481137,-38.43610085353121,21.98681343425608,3.6119795445453873,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,34,34.0,-7.84584747624797,-38.435372128541566,21.993473814287466,3.611678491838389,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,35,35.0,-7.84666665319256,-38.42879861367806,21.96226206797261,3.605872813507899,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,36,36.0,-7.846263793659412,-38.42308106461735,21.97979227801885,3.609085779993648,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,37,37.0,-7.847206701693356,-38.425762495746326,21.940971426232064,3.6019292801386373,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,38,38.0,-7.848875540407299,-38.41965322253185,21.970654514719225,3.60541649131676,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,39,39.0,-7.850277185470011,-38.41196077567095,21.929072738241597,3.597431636080312,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,40,40.0,-7.852588818774517,-38.41226226779772,21.95570937795306,3.5998847047168727,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,41,41.0,-7.852608952792565,-38.41414328673704,21.956094239697137,3.5999311176909377,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,42,42.0,-7.853921755979238,-38.40503805070245,21.894800922838066,3.5887964377051653,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,43,43.0,-7.854789309743224,-38.40129213740776,21.99510169715933,3.60451671141666,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,44,44.0,-7.856586021554665,-38.39456044268455,21.80736702683328,3.57227291550439,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,45,45.0,-7.8578389410534815,-38.38377785222711,22.05967919206526,3.612561907516079,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,46,46.0,-7.860033650463207,-38.36542407270954,21.67191103355108,3.547266717650318,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,47,47.0,-7.860701761204535,-38.35960476658237,13.90316275557108,2.2753249583646724,Treatment,21090,90,36.898310845222035
DMEM3_96R · 17:03:47,DMEM3_96R,48,48.0,-7.863151776506462,-38.3474103009707,7.718066934346085,1.2623894691206088,Treatment,21090,90,36.898310845222035
DMEM4_96R · 17:10:44,DMEM4_96R,2,2.0,-6.55283296749027,-48.70237570569065,7.804523129597655,1.726088564353313,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,3,3.0,-6.55436132687822,-48.71162404180713,13.590856270818618,3.004766211299024,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,4,4.0,-6.55499273072338,-48.71486367678478,21.295803729078045,4.707548059528379,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,5,5.0,-6.557407555357359,-48.71459454706096,20.649425368640475,4.562125362781479,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,6,6.0,-6.557591631371337,-48.71963382555403,21.019576968886238,4.6437069849415495,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,7,7.0,-6.557999999169983,-48.72962961115182,20.711814489385496,4.57528495457837,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,8,8.0,-6.558222522661879,-48.73246579138888,20.88574418648458,4.613470012985919,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,9,9.0,-6.558167965511777,-48.73949353514932,20.75955908304997,4.585654482628228,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,10,10.0,-6.560649762997444,-48.74050644564126,20.791951418737185,4.590185909158529,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,11,11.0,-6.560260163795886,-48.7429203317846,20.81231899790481,4.59509460819135,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,12,12.0,-6.562383241987711,-48.737271487406495,20.70858316233053,4.569956458139684,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,13,13.0,-6.563544853649422,-48.72788844536884,20.862289853127997,4.602645110567066,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,14,14.0,-6.564186898555611,-48.72070054926005,20.636246483161955,4.552102333712708,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,15,15.0,-6.564793825927536,-48.717457603865086,20.90644820972857,4.611061071839984,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,16,16.0,-6.564774689245184,-48.70434740095316,20.55620962984952,4.533833519786009,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,17,17.0,-6.566955960386752,-48.70075128944001,20.950477519823338,4.618472161120752,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,18,18.0,-6.567114145814385,-48.69951602393037,13.31621260731519,2.935413626396017,Treatment,83826,826,36.627205057419175
DMEM4_96R · 17:10:44,DMEM4_96R,19,19.0,-6.569020911492187,-48.68896277324154,7.616756049097254,1.6782936640026365,Treatment,83826,826,36.627205057419175
DMEM5_96R · 17:20:08,DMEM5_96R,3,3.0,-5.59594654461085,-49.01367005300813,7.332565953097802,2.021442179610634,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,4,4.0,-5.597953298291661,-49.01544649978685,13.034691245908686,3.591744361174824,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,5,5.0,-5.597655048819697,-49.01318878001396,20.473802047193345,5.641998873070251,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,6,6.0,-5.5985993410080015,-49.01661877031578,20.60963972652481,5.678197130838867,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,7,7.0,-5.596752168910624,-49.01432778488142,20.581350400130948,5.672815379119628,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,8,8.0,-5.599116294796564,-49.01826425299216,20.47648428117496,5.640839759997009,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,9,9.0,-5.5973922260150255,-49.02482660886081,20.59758852002917,5.676454425040209,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,10,10.0,-5.598337786057566,-49.02440017960456,20.417692164598677,5.625652125502072,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,11,11.0,-5.599485961948033,-49.02772656074368,20.58306730945629,5.669718516088055,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,12,12.0,-5.59944816438005,-49.02952502321572,20.40112182761883,5.619649546339704,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,13,13.0,-5.599090836271311,-49.02702196356483,20.53902910885177,5.658102709469564,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,14,14.0,-5.599752349162204,-49.023399933569856,20.420570303669205,5.624612814050827,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,15,15.0,-5.601640935716548,-49.0271169866862,20.458545442223546,5.632622679596413,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,16,16.0,-5.59999719910391,-49.01983144314786,20.512045669494903,5.6494901382360165,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,17,17.0,-5.60259770532854,-49.02115077169973,20.251544418696987,5.574403200626804,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,18,18.0,-5.603598310126068,-49.02246824543666,12.8969248789997,3.5491662185061204,Treatment,124881,881,36.61787758492402
DMEM5_96R · 17:20:08,DMEM5_96R,19,19.0,-5.605054776546319,-49.01804959428227,7.228796609182002,1.9886599517605847,Treatment,124881,881,36.61787758492402
DMEM6_96R · 17:47:32,DMEM6_96R,3,3.0,-6.686286264931404,-37.29387689137492,7.988124834118566,1.7132321540960251,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,4,4.0,-6.688222800137872,-37.29300083839433,14.05062944365073,3.0121285346510205,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,5,5.0,-6.689583745832378,-37.30090081913756,22.09010949354437,4.73412252640993,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,6,6.0,-6.693663393763575,-37.30324494589315,21.918203893589684,4.69287107543693,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,7,7.0,-6.6919740233430245,-37.30646052813935,22.066923252551224,4.7265513688158745,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,8,8.0,-6.692625240663669,-37.31063055098428,21.849877777687382,4.679360318997943,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,9,9.0,-6.692485813575424,-37.3131210840421,22.01259495225372,4.7143591069569935,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,10,10.0,-6.693313885946793,-37.3150716214402,21.85022494622127,4.678692726005857,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,11,11.0,-6.695014266932592,-37.316112551825206,21.950879134906508,4.698405451815017,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,12,12.0,-6.696560103576726,-37.31122502821905,21.86859320140139,4.67912702888264,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,13,13.0,-6.69675032649092,-37.313024608470215,21.895438722400115,4.684665852395352,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,14,14.0,-6.698973892508144,-37.31659850906354,21.869953685272925,4.676818049014121,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,15,15.0,-6.700488883810737,-37.31156370363424,21.866320696650284,4.674410242255734,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,16,16.0,-6.701477015263345,-37.31036824570858,21.882251628820907,4.676751629636566,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,17,17.0,-6.704126650469027,-37.31557714808638,21.85865941597786,4.668860073542376,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,18,18.0,-6.706259259748446,-37.30880523986211,21.882719120487543,4.6717044512783685,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,19,19.0,-6.706765374800559,-37.30218973344604,21.864091009835885,4.667183634987314,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,20,20.0,-6.708266283323341,-37.296999834862895,21.85900075956999,4.66448474242732,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,21,21.0,-6.708742568503753,-37.29187448693277,21.83719986442125,4.65932164698026,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,22,22.0,-6.708463763206253,-37.28232751302419,21.835070050422427,4.659166312794935,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,23,23.0,-6.709581675759698,-37.28298900645017,21.823358575478583,4.655468805523142,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,24,24.0,-6.711211690990301,-37.27530587913374,21.81389157733975,4.651703030232798,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,25,25.0,-6.710853614952449,-37.26736661980073,21.805527898415832,4.650302919551783,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,26,26.0,-6.712622119272627,-37.26673328326602,21.79894068916972,4.647005407241728,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,27,27.0,-6.714299933459557,-37.26596211331362,21.799838601711286,4.645401811007417,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,28,28.0,-6.715243652726129,-37.25478633366254,21.79581563388765,4.643535396044699,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,29,29.0,-6.71565562767556,-37.25824374924097,21.7943415134195,4.642780900437152,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,30,30.0,-6.716328343565699,-37.26658354650628,21.80471140361274,4.644270519420349,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,31,31.0,-6.716664576425918,-37.255922238032326,21.793594116263737,4.641543240627474,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,32,32.0,-6.717246502770803,-37.246868688337685,21.783062756999836,4.638678704597286,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,33,33.0,-6.718254129458287,-37.245830618521794,21.768958740900025,4.634599850567932,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,34,34.0,-6.719546903085412,-37.24113320441312,21.75828677071701,4.630949084075548,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,35,35.0,-6.721174396156751,-37.22325537813451,21.75264605754801,4.628013890599416,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,36,36.0,-6.723158895636708,-37.217844463438574,21.73154347164761,4.621411954142059,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,37,37.0,-6.723595264197551,-37.21620647236214,21.75352162854225,4.625621016171781,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,38,38.0,-6.724878733084373,-37.21943875483904,21.71020436773963,4.615046044647519,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,39,39.0,-6.726213079538051,-37.21861714388941,21.755257173663427,4.623202471173538,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,40,40.0,-6.726781457090681,-37.220615973394096,21.70102073457101,4.6110731955142015,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,41,41.0,-6.72703868765669,-37.21930894212092,21.758385150374007,4.622988267622808,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,42,42.0,-6.727385059337392,-37.21537290891691,21.70600982000005,4.611492314911423,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,43,43.0,-6.727350450602225,-37.20458392760133,21.71962315214544,4.614421270988192,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,44,44.0,-6.726591272773548,-37.18670972204358,21.734262929888004,4.618338798742986,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,45,45.0,-6.727490569909602,-37.17579378921848,21.61953468537282,4.593008884096558,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,46,46.0,-6.727872617380324,-37.17129277238236,21.8237684886867,4.635989932411388,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,47,47.0,-6.72893945243927,-37.16778517115979,21.425600407019765,4.55028978648179,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,48,48.0,-6.728744261972151,-37.157713709437694,13.691164424497044,2.9078095594761417,Treatment,23015,14,36.81623654569147
DMEM6_96R · 17:47:32,DMEM6_96R,49,49.0,-6.729601855477815,-37.16164975645332,7.624850546568207,1.6190905948695695,Treatment,23015,14,36.81623654569147
PBS1_96R · 17:54:20,PBS1_96R,3,3.0,-8.08942083085446,-30.86557057432705,8.24125449863735,1.279532268229656,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,4,4.0,-8.090076842555765,-30.866343582160795,14.769302445870336,2.292726759242044,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,5,5.0,-8.089032907548868,-30.86021212124012,23.10103373184248,3.5869731309831168,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,6,6.0,-8.090594298740312,-30.863452458398523,23.47980309129174,3.6444753788587416,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,7,7.0,-8.091146034091624,-30.86589766211007,23.232112590466304,3.605571401414836,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,8,8.0,-8.09343735683605,-30.870407836921235,23.306545461168565,3.6152153364079336,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,9,9.0,-8.093651168175825,-30.881183597325634,23.284457568876125,3.611611342737138,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,10,10.0,-8.095617429409543,-30.897065410631367,23.2395863316088,3.60301981316946,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,11,11.0,-8.096532393115757,-30.896536731318623,23.289127404860636,3.6099399481537495,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,12,12.0,-8.098069890003934,-30.891544695262304,23.20811915870721,3.5961099080347334,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,13,13.0,-8.099279834562923,-30.899691282052828,23.25973052663314,3.603103151341415,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,14,14.0,-8.102207198961695,-30.9009766717441,23.199397481735865,3.5913355616203613,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,15,15.0,-8.104426737793,-30.890312305996567,23.2342145878206,3.594887652414464,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,16,16.0,-8.107088467620942,-30.895402335588464,23.198821447078878,3.587212262787193,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,17,17.0,-8.109979946636942,-30.89905768820379,23.2110649272984,3.586716674005737,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,18,18.0,-8.112397854577855,-30.891174729919644,23.196677038745197,3.582498279562711,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,19,19.0,-8.113047484349291,-30.88549378787893,23.183711996419216,3.5799604159881,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,20,20.0,-8.11386100139339,-30.887940035902417,23.183478004624032,3.579253757837347,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,21,21.0,-8.113193787261705,-30.882522153297657,23.17820663006795,3.578989724343392,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,22,22.0,-8.11267457738417,-30.887365082953536,23.182039656685404,3.580009562550611,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,23,23.0,-8.111892685712252,-30.89513388676861,23.17011329588104,3.5788120322976247,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,24,24.0,-8.113180284366635,-30.89239220011134,23.17424136786228,3.578388566630246,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,25,25.0,-8.11580536263394,-30.89047330516032,23.17699913819679,3.5766518517797903,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,26,26.0,-8.118217390917462,-30.889091620545532,23.170722629516348,3.57369791960574,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,27,27.0,-8.11912387763845,-30.87969803965665,23.15751771720621,3.570915860108776,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,28,28.0,-8.120709773040685,-30.88097382779832,23.15067623158952,3.568557541637768,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,29,29.0,-8.121441522261563,-30.882787583375062,23.139596062091915,3.566248657403873,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,30,30.0,-8.12117363655964,-30.887820102319765,23.129665773796795,3.5649381016425097,Treatment,17075,74,36.66237049440357
