run,sample,sample_in_trigger_record,time_in_1ms_period_us,s11_mag_db,s11_phase_unwrapped_deg,master_power,slave_power,state,block_index,pulse_number_in_second,temp_C
DMEM7_96 · 18:40:56,DMEM7_96,47,47.0,-6.780489503303746,-47.65411998088409,12.884141493936882,2.703999053655469,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,48,48.0,-6.779758578329079,-47.65800750511595,7.163729440131375,1.5037073315940612,Treatment,29120,120,36.85096914936577
DMEM8_96 · 18:45:06,DMEM8_96,3,3.0,-6.969131471615352,-44.42809763519626,7.563127392643343,1.5198063982305996,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,4,4.0,-6.969169063881297,-44.4295994628498,13.576138152950351,2.728094075221797,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,5,5.0,-6.967391780583901,-44.43249326914957,21.220108500629014,4.265877913741101,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,6,6.0,-6.967918439385329,-44.43993041036537,21.57300329037892,4.336294460826636,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,7,7.0,-6.968120500490281,-44.44139316644029,21.326132722952,4.2864726561014175,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,8,8.0,-6.969949707174217,-44.44221670054243,21.41617797784977,4.302758752053237,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,9,9.0,-6.970925869570036,-44.44805097123069,21.365800833749603,4.291672652646681,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,10,10.0,-6.974959955278866,-44.44719616959611,21.34126570944712,4.282764335913845,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,11,11.0,-6.976751699130225,-44.43294441537781,21.374115264305036,4.287587312982596,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,12,12.0,-6.976420295341096,-44.43101514219696,21.30009246112322,4.273064606071402,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,13,13.0,-6.975955451076283,-44.43347584206186,21.352707150193066,4.284078288891305,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,14,14.0,-6.975772484164757,-44.42573561860734,21.29902253934764,4.273487369481739,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,15,15.0,-6.975561277519914,-44.41889667384879,21.32913197336825,4.279736726748642,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,16,16.0,-6.975574565484574,-44.42942073909808,21.298849656154797,4.273647437970253,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,17,17.0,-6.976604571379978,-44.43276651292458,21.315587442834406,4.27599165395969,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,18,18.0,-6.978692574387814,-44.43264805615879,21.304967308027745,4.271806917573106,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,19,19.0,-6.98064062639456,-44.43611243123662,21.29876880123452,4.268648914466415,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,20,20.0,-6.980668310403449,-44.44195567506718,21.291229979720157,4.267110800979369,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,21,21.0,-6.981036733377078,-44.43842292112097,21.282826810899227,4.265064836910897,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,22,22.0,-6.982905040257067,-44.437133136399794,21.27875719303624,4.262415230061054,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,23,23.0,-6.982731554177245,-44.43331811310883,21.26191734832223,4.259212125286264,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,24,24.0,-6.982059255687374,-44.42190573914798,21.254245939189943,4.258334529235311,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,25,25.0,-6.983143534651964,-44.42345676363009,21.249019336122515,4.256224607240408,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,26,26.0,-6.985077420517582,-44.4201071789124,21.23986316511362,4.252496574847992,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,27,27.0,-6.985904204186392,-44.42081467122156,21.237436874454264,4.251201404781445,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,28,28.0,-6.986623117520018,-44.42787241570804,21.237875054740357,4.250585434688746,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,29,29.0,-6.988326674944815,-44.43277885654759,21.23020078445935,4.24738309349587,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,30,30.0,-6.988288334985709,-44.4244724688306,21.229873000697395,4.247355011926252,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,31,31.0,-6.987333287767515,-44.4221035523782,21.219423527664244,4.246198107074775,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,32,32.0,-6.986232368650137,-44.41862285723671,21.212040810282563,4.245796914820076,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,33,33.0,-6.985584080424848,-44.41096955378211,21.19709001786201,4.243437755000247,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,34,34.0,-6.987256629367957,-44.41114893129039,21.21735023644053,4.245858166831436,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,35,35.0,-6.988207448603607,-44.41756874947716,21.19525928713221,4.240508996357661,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,36,36.0,-6.987890722540206,-44.41771416101043,21.208998424066635,4.243567235571156,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,37,37.0,-6.98866395045787,-44.41651883401738,21.195621187568264,4.240135682667187,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,38,38.0,-6.990957889109638,-44.41610300862402,21.191146196231323,4.237001899982955,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,39,39.0,-6.989468140075978,-44.414900848423805,21.18965081594988,4.238156464974566,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,40,40.0,-6.9885184810363015,-44.41504924400312,21.141670245824397,4.229484586438191,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,41,41.0,-6.989900210302978,-44.41385375413046,21.19525303839636,4.23885523373786,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,42,42.0,-6.99112359227532,-44.40763643159043,21.081406573510694,4.214899510568106,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,43,43.0,-6.991366182942108,-44.40414447636408,21.20333163879215,4.239039738619531,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,44,44.0,-6.991658449905078,-44.40399654873994,21.01900155350555,4.201905077299204,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,45,45.0,-6.994404016234872,-44.394978019785285,21.199724819183142,4.235355039363316,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,46,46.0,-6.993321464284295,-44.39199711973848,21.00428585102428,4.197355690991364,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,47,47.0,-6.9960596388330565,-44.39204538318357,21.123923634330698,4.218602686682215,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,48,48.0,-6.99616947005774,-44.39018814692143,13.424609525793649,2.6809253141032907,Treatment,21962,962,36.78700885114771
DMEM8_96 · 18:45:06,DMEM8_96,49,49.0,-6.998173097404493,-44.38489197390915,7.62534048576985,1.522095600889159,Treatment,21962,962,36.78700885114771
OIL1_96 · 18:53:55,OIL1_96,3,3.0,-2.6061750353654087,34.749153917917,12.1988036687255,6.694216257077726,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,4,4.0,-2.6069214374820344,34.75372041584953,21.47808414624065,11.784289300754468,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,5,5.0,-2.606193026788495,34.75504420178231,33.77283726170129,18.53310749140812,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,6,6.0,-2.607930740024018,34.74887546808214,33.55807871064633,18.40789016509898,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,7,7.0,-2.6066221508264538,34.74821089034996,33.7821208942785,18.53637029783716,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,8,8.0,-2.6069242658958176,34.74886750145404,33.4730261841658,18.36549129542652,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,9,9.0,-2.607365356553932,34.74313985593472,33.71754827032297,18.497773284114142,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,10,10.0,-2.608268610496532,34.73445575496476,33.46378011902348,18.35473577051505,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,11,11.0,-2.6085428376124704,34.73271786174291,33.60652025290675,18.431864221967658,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,12,12.0,-2.608659359843657,34.72745093124075,33.46350499948209,18.35293351923809,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,13,13.0,-2.6100896751045752,34.72176113427273,33.5032848917995,18.368700066145404,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,14,14.0,-2.610109396125301,34.718423622886064,33.45836554650036,18.34398903335724,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,15,15.0,-2.610335605115764,34.72000294169105,33.44889817214233,18.33784324105669,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,16,16.0,-2.6107259351323298,34.72294347854566,33.47419659997286,18.35006339523034,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,17,17.0,-2.6114176964524463,34.72430334205034,33.43900105399931,18.32785014884614,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,18,18.0,-2.6119180102086057,34.72718092518535,33.456941376361314,18.33557079701962,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,19,19.0,-2.6117854610609825,34.73006146753235,33.42898279193198,18.32080767054752,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,20,20.0,-2.6127478667334825,34.72830322086653,33.43923737977743,18.322366989039097,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,21,21.0,-2.61314072104236,34.72318705935285,33.40412532106356,18.30147244243001,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,22,22.0,-2.612514294563745,34.72422748934618,33.39374820072665,18.29842619459472,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,23,23.0,-2.612369509045205,34.723679924203935,33.378671311340376,18.290774437196117,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,24,24.0,-2.612113135468057,34.718291575995856,33.36375924681755,18.283682249381037,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,25,25.0,-2.61095541532624,34.72052087007384,33.34942813413429,18.280701179519227,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,26,26.0,-2.6099712716690533,34.728387113675794,33.33338519841719,18.276048161736647,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,27,27.0,-2.609999024460641,34.72843926860873,33.3275676000136,18.27274171646682,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,28,28.0,-2.608889412444813,34.72563376656178,33.3229904526882,18.2749007684714,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,29,29.0,-2.6093987324463863,34.72892734168231,33.29874787803769,18.259464214753606,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,30,30.0,-2.609991193169344,34.72964116914164,33.29271167492498,18.2536639267258,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,31,31.0,-2.6103118188613923,34.72317339357558,33.27830515767847,18.244418172536275,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,32,32.0,-2.6113908814569227,34.72525306786056,33.27811354227196,18.23978064180669,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,33,33.0,-2.61168369424314,34.72760803997588,33.271265537676605,18.234797761323996,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,34,34.0,-2.6116798726265458,34.72508820760501,33.26149630283296,18.229459632211366,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,35,35.0,-2.611289647648141,34.72826056360187,33.25825931266629,18.22932343034254,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,36,36.0,-2.611340193723944,34.73583485044495,33.23484428036387,18.21627730481772,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,37,37.0,-2.610519795382752,34.7336240329187,33.25848073506415,18.23267652469558,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,38,38.0,-2.60998496488777,34.73005490970335,33.178839876758154,18.191256604563662,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,39,39.0,-2.609663781846585,34.73314826292179,33.248403765585174,18.23074522168567,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,40,40.0,-2.6101042447242038,34.73147881470877,33.144893913569014,18.17214564204165,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,41,41.0,-2.6109575742293343,34.72448848608691,33.211921373619944,18.205316924041927,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,42,42.0,-2.610959208375037,34.726391755799,33.115043543617304,18.15220592140953,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,43,43.0,-2.612169243504612,34.73454732353167,33.148103322350096,18.165265905987702,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,44,44.0,-2.611536584890477,34.74464844884913,33.15282152733309,18.170498292386448,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,45,45.0,-2.6118998516216365,34.74695797440006,33.00411174411442,18.08747999125533,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,46,46.0,-2.61091209768677,34.74636322002093,33.32481268577929,18.267390267617337,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,47,47.0,-2.6104784301781843,34.7449351686062,32.71002776803073,17.93217918248359,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,48,48.0,-2.609518699351528,34.74325439710028,20.89132399775509,11.455501183858036,Treatment,57501,501,27.99630122843024
OIL1_96 · 18:53:55,OIL1_96,49,49.0,-2.610515529873981,34.731400424618435,11.641415988684225,6.381962608924505,Treatment,57501,501,27.99630122843024
OIL3_96 · 19:01:07,OIL3_96,3,3.0,-2.5291036026041454,33.39219938696573,29.740907357605952,16.61283891172257,Cooling,154492,501,28.703873496559304
OIL3_96 · 19:01:07,OIL3_96,4,4.0,-2.54824005796774,33.38527171795634,33.52809405074655,18.645964811302576,Cooling,154492,501,28.703873496559304
DMEM1_24 · 19:12:01,DMEM1_24,3,3.0,-6.522884561110685,-35.503218392937285,7.892411003254804,1.7576048295553224,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,4,4.0,-6.524470922055291,-35.507280697513,13.948581626644144,3.1051526571139827,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,5,5.0,-6.524568308263156,-35.51765036739814,21.923695356380662,4.880416961595168,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,6,6.0,-6.5283976574324125,-35.51893581562111,21.928772059471807,4.877244723172501,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,7,7.0,-6.529014278098037,-35.515919942162284,21.981027384870156,4.888172906034086,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,8,8.0,-6.530833084758486,-35.522193427719095,21.82362926487212,4.851138421268783,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,9,9.0,-6.531820618046069,-35.52718264370342,21.957816380543925,4.879856906281591,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,10,10.0,-6.534186264985344,-35.5209796394872,21.8114036514329,4.844678797312746,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,11,11.0,-6.535388060141736,-35.52364091032844,21.91830544424792,4.867076458461055,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,12,12.0,-6.535737165695163,-35.53279972707268,21.82186581671664,4.8452720249988985,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,13,13.0,-6.537083288352448,-35.53619751758906,21.86696106372376,4.853780167438813,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,14,14.0,-6.537356235627972,-35.53548388651368,21.829727481142296,4.845210955314388,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,15,15.0,-6.537969111656912,-35.53464376077135,21.82650234627492,4.843811514890526,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,16,16.0,-6.539052006790311,-35.52989310481259,21.81818819698993,4.840759237076788,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,17,17.0,-6.538575389655152,-35.51741602138569,21.79756199581404,4.836713718447764,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,18,18.0,-6.539210635369709,-35.50443560195205,21.806108915161246,4.837902519744915,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,19,19.0,-6.541301234059791,-35.490472082954234,21.78455896181632,4.830795448775078,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,20,20.0,-6.541729855327962,-35.48510831484368,21.79216975838574,4.832006255113233,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,21,21.0,-6.54176122320183,-35.49104539415453,21.77604892382592,4.82839688713279,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,22,22.0,-6.542901889008636,-35.493706303664226,21.77731267652702,4.827409022758908,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,23,23.0,-6.544085078843343,-35.497377678846576,21.77503409141982,4.825589065130344,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,24,24.0,-6.544856704358073,-35.51146698017436,21.773140143239505,4.82431211740572,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,25,25.0,-6.5457398448638,-35.51267859030741,21.77450422107478,4.823633369920522,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,26,26.0,-6.5466250137089546,-35.50893723617645,21.770392942264888,4.821739756157523,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,27,27.0,-6.547758922978648,-35.517853081698874,21.765856662459925,4.819476561701004,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,28,28.0,-6.5487105454042736,-35.51542805283261,21.74978716101513,4.814863248807072,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,29,29.0,-6.548682303549695,-35.50400460079366,21.73165207553199,4.810879875526792,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,30,30.0,-6.549157245750421,-35.503250023331525,21.72979967712529,4.809943756085844,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,31,31.0,-6.5500224446571655,-35.506066995746345,21.70664840346889,4.8038620477233245,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,32,32.0,-6.550301792230206,-35.503076728400245,21.69952930722808,4.801977648954814,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,33,33.0,-6.551192755486149,-35.50288633361869,21.692955077116107,4.799538075443784,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,34,34.0,-6.5525947724432765,-35.49881264786971,21.69158055216741,4.797684894532384,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,35,35.0,-6.552901350857478,-35.49634433392625,21.682887500096005,4.795423656996947,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,36,36.0,-6.553124444678844,-35.495700882511215,21.674107036257336,4.793235523690178,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,37,37.0,-6.554852797962222,-35.486226954801246,21.694885461645,4.795921675502333,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,38,38.0,-6.556318721804585,-35.484815017519075,21.657723637187257,4.786090819773828,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,39,39.0,-6.556515124149457,-35.483636164298744,21.700961097512643,4.795428897178975,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,40,40.0,-6.558215026397879,-35.47949085802016,21.62953458682908,4.777774761622515,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,41,41.0,-6.559721305961931,-35.46641064986577,21.708275152624807,4.79350502563825,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,42,42.0,-6.5599385613389245,-35.45884017656054,21.62969688932449,4.775914873852174,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,43,43.0,-6.560024893271508,-35.461792957454605,21.669308509518544,4.784566150352431,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,44,44.0,-6.560256435888906,-35.47013067174639,21.64538457128338,4.779028964658348,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,45,45.0,-6.560783919000645,-35.46865360071839,21.591978427809043,4.766658577689219,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,46,46.0,-6.560208665557447,-35.47051122286576,21.722537227399787,4.796116056506706,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,47,47.0,-6.561498607526839,-35.47511532130455,21.374128811537165,4.717789522978969,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,48,48.0,-6.5611445421381385,-35.47000794924747,13.632300193618452,3.009225177526225,Treatment,83202,201,36.80980101718577
DMEM1_24 · 19:12:01,DMEM1_24,49,49.0,-6.562005142511952,-35.46111939040217,7.612276256186347,1.680018354814434,Treatment,83202,201,36.80980101718577
DMEM2_24 · 19:18:19,DMEM2_24,3,3.0,-6.740757426678002,-39.11062485596279,7.701581586885156,1.631188600835895,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,4,4.0,-6.742789173922047,-39.11653224080578,13.612803576922316,2.88183200752699,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,5,5.0,-6.742945105198631,-39.12316193284818,21.392988938600457,4.52873549543004,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,6,6.0,-6.746363584683131,-39.1194587926681,21.370978436624167,4.520516384173346,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,7,7.0,-6.744772353221592,-39.123772726344285,21.43464228321819,4.535644470575045,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,8,8.0,-6.747979239749382,-39.138501491467714,21.270741308161547,4.497640115147939,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,9,9.0,-6.749508662518212,-39.13823820456519,21.39782746222875,4.522919051630373,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,10,10.0,-6.752477809808207,-39.1336133319401,21.25779216600969,4.490248492470658,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,11,11.0,-6.75445315934855,-39.13907818128966,21.358341185298347,4.509435753539568,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,12,12.0,-6.756886888804154,-39.1356950008808,21.267414755759503,4.487722681251864,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,13,13.0,-6.757382781654085,-39.13595900756513,21.31488576833694,4.4972261918834375,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,14,14.0,-6.7581783307400265,-39.13622537590923,21.271070561431024,4.487159582661285,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,15,15.0,-6.758343945047032,-39.125895600994376,21.26461772684967,4.485627290303732,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,16,16.0,-6.758691159116643,-39.12466210537504,21.26189873687512,4.484695176556747,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,17,17.0,-6.75987942006683,-39.12418704174544,21.24270923189743,4.479421834153011,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,18,18.0,-6.759433222543247,-39.11138865512528,21.24317897084459,4.479981140477743,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,19,19.0,-6.759344231066161,-39.10483190027118,21.230098150773344,4.47731426585164,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,20,20.0,-6.76027488485783,-39.11180893458824,21.241217048183596,4.478699334310272,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,21,21.0,-6.760082675462865,-39.11024062551213,21.21588943436799,4.4735570060158,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,22,22.0,-6.760774243099041,-39.10422612894706,21.22323891778528,4.474394153003929,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,23,23.0,-6.763333460180816,-39.108932738122896,21.22707573995496,4.472566674354676,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,24,24.0,-6.764695468243356,-39.11539023246922,21.21767338070004,4.469183769435164,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,25,25.0,-6.766510539273192,-39.10811351882544,21.212927190211847,4.466317033010439,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,26,26.0,-6.7682872639943525,-39.10350284153558,21.21579215461658,4.465093172465038,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,27,27.0,-6.768154030956182,-39.10550300572086,21.20669656786296,4.463315831435182,Treatment,76589,589,36.83277188651999
DMEM2_24 · 19:18:19,DMEM2_24,28,28.0,-6.768806770687165,-39.10031894839857,21.20473040688306,4.462231300115578,Treatment,76589,589,36.83277188651999
